0,1,2,3,4,5,6,7,8,9,10,11,12
13.5622,3.0931906905770408,4.3845340803964294,3.089788455704006,9.546792701001745,0.027173357207520024,1.6706205867173276,2.04338193507369,5.918557277412733,10185.729917491712,0.145037744296875,0.45977346800963553,2.370677799754103
13.5622,3.094556236481367,4.382599301352739,3.094052014018688,9.5731578654531,0.010065085168490234,1.5217981321622682,2.03123076242085,5.84321566913129,10059.654999871613,0.05586085653320311,0.4578754026252201,2.1555653882339603
19.2439,3.561154220011611,5.403837860169183,3.5576959270600796,12.65720030941988,0.27544582184802696,1.8804604659420194,2.1823454124104007,7.227007542688775,13343.784165463218,-0.1569046503027344,0.4273528569607089,2.8562596885018343
19.2439,3.7025475400067176,5.197475465761362,3.7018567476716413,13.703743380282063,0.29318253660515936,1.8477506077449188,2.23439619125223,7.008291691395933,13158.311495496655,-0.07151856911132815,0.37934491377585633,2.5942760904079463
13.538,2.988605059595491,4.529872542554142,2.9851943870549302,8.911385528504262,-0.031791744232526446,2.435918184680422,2.0314827769924526,6.584678493816576,11040.471459931437,0.14273988137695315,0.508904933008739,3.6963753343976564
10.1055,3.146138743707334,3.212032533597651,3.1439486949698146,9.884413396602401,-0.18204280938108947,1.7705426192960712,2.0665139746384176,6.341571924955366,10987.039761781169,0.11736949371093752,0.32518571209098,1.8088846374621845
13.5852,3.3113588358575785,4.102605810306781,3.310140023842282,10.957026977442585,0.030325621876148578,1.2790759842496282,2.106977135490706,5.950906483678718,10617.836531910421,0.08983519560546875,0.3745647812214881,1.585293832589971
13.5852,3.45390580879153,3.9332861844177676,3.4389961871632106,11.826694775323102,0.1739037535706713,1.405920503707419,2.15756226079909,5.301169991745881,9638.60454694648,-0.3205784781933594,0.3340188323400374,1.6079947149297662
18.1184,3.848340680602152,4.708107078805977,3.8404925542750616,14.749383059442188,0.442284960927396,1.7844354303669236,2.268722675364837,6.29702827601187,12063.198965105164,-0.24564798907226562,0.3198593578068247,2.187561351220625
18.1184,3.767333569576484,4.809343177444421,3.7638992333483428,14.166937438800241,0.2863154549760906,1.9957395158861466,2.2681027869957986,6.567153338335738,12405.097099892086,0.16082532654296877,0.3397863116466785,2.550067265255869
14.8138,3.215637167666555,4.606800838401092,3.2130971487859212,10.323993287536215,-0.06949964529768228,1.6466939312715638,2.093880903958659,6.2811092855821355,10982.32697792969,0.1277853925234375,0.4465755139595198,2.360959109511588
13.842,2.9552477467898055,4.683871264274252,2.9521164378577422,8.714991462669886,-0.10877847453965828,2.174975095512033,2.019315479789135,6.816127697607858,11410.738688103025,0.13600655218164065,0.5380199699637034,3.450847405522244
13.842,2.828657427712089,4.893487583328839,2.8281521817241386,7.998444762991005,0.017837813722738412,3.0596692815737603,1.9950984018354183,7.2624823829810925,11831.944020459252,0.05346101719726564,0.6119141838236068,5.294076370864224
13.183,3.160609048763455,4.171031531140388,3.1543743546843523,9.950077569490325,-0.11732950427274713,1.7468831313159496,2.080024857587376,5.815331557341317,10095.78863775866,-0.1984237627783203,0.4200244312190455,2.3099048504232456
12.7675,3.258106781624525,3.9186867882930456,3.257205345656172,10.609386663771144,-0.22897786582521804,1.3169687689272376,2.0873547807450157,5.511133141392242,9756.884439909032,-0.07663639276855468,0.3694625725657801,1.5844220943184255
14.425999999999998,3.2498675262630243,4.438950167482133,3.2431032559396993,10.517718728686678,-0.24136172391918514,2.3315559064150495,2.101486612527569,6.213981743890393,10886.389665972665,0.20957149036132813,0.4229252348668926,3.1912830596188324
